infrared_value,mq2_value,humidity,temperature,label
1,315,87.0,26.2,1
1,316,87.0,26.2,1
1,316,87.0,26.2,1
1,316,87.0,26.2,1
1,316,87.0,26.2,1
1,317,87.0,26.2,1
1,317,87.0,26.2,1
1,323,87.0,26.2,1
1,328,87.0,26.2,1
1,331,87.0,26.2,1
1,332,86.0,26.7,1
1,334,86.0,26.7,1
1,351,86.0,26.7,1
1,374,86.0,26.7,1
1,417,86.0,26.7,1
1,433,86.0,26.7,1
1,426,86.0,26.7,1
1,414,86.0,26.7,1
1,407,87.0,27.1,1
1,402,87.0,27.1,1
1,398,87.0,27.1,1
1,398,87.0,27.1,1
1,399,87.0,27.1,1
1,397,87.0,27.1,1
1,399,87.0,27.1,1
1,419,87.0,27.1,1
1,430,87.0,27.6,1
1,426,87.0,27.6,1
1,423,87.0,27.6,1
1,417,87.0,27.6,1
1,419,86.0,28.0,1
1,450,86.0,28.0,1
1,473,86.0,28.0,1
1,464,86.0,28.0,1
1,454,86.0,28.0,1
1,451,86.0,28.0,1
1,459,86.0,28.0,1
1,465,86.0,28.0,1
1,473,86.0,28.5,1
1,487,86.0,28.5,1
1,476,86.0,28.5,1
1,466,86.0,28.5,1
1,482,85.0,28.9,1
1,493,85.0,28.9,1
1,541,85.0,28.9,1
1,557,85.0,28.9,1
1,556,85.0,28.9,1
1,553,85.0,28.9,1
1,556,85.0,28.9,1
1,562,85.0,28.9,1
1,563,85.0,29.3,1
1,556,85.0,29.3,1
1,544,85.0,29.3,1
1,534,85.0,29.3,1
1,527,85.0,29.8,1
1,525,85.0,29.8,1
1,573,85.0,29.8,1
1,578,85.0,29.8,1
1,571,85.0,29.8,1
1,560,85.0,29.8,1
1,553,85.0,29.8,1
1,548,85.0,29.8,1
1,544,84.0,30.2,1
1,534,84.0,30.2,1
1,535,84.0,30.2,1
1,548,84.0,30.2,1
1,541,83.0,30.2,1
1,529,83.0,30.2,1
1,529,83.0,30.2,1
1,520,83.0,30.2,1
1,512,83.0,30.8,1
1,509,83.0,30.8,1
1,505,83.0,30.8,1
1,499,83.0,30.8,1
1,494,83.0,31.3,1
1,491,83.0,31.3,1
1,488,83.0,31.3,1
1,482,83.0,31.3,1
1,476,83.0,31.3,1
1,470,83.0,31.3,1
1,465,83.0,31.3,1
1,461,83.0,31.3,1
1,458,83.0,31.8,1
1,455,83.0,31.8,1
1,452,83.0,31.8,1
1,461,83.0,31.8,1
1,496,83.0,31.8,1
1,566,83.0,31.8,1
1,580,83.0,31.8,1
1,639,83.0,31.8,2
1,681,83.0,32.3,2
1,691,83.0,32.3,2
1,725,83.0,32.3,2
1,725,83.0,32.3,2
1,704,83.0,32.8,2
1,683,83.0,32.8,2
1,666,83.0,32.8,2
1,652,83.0,32.8,2
1,637,82.0,32.8,2
1,631,82.0,32.8,2
1,647,82.0,32.8,2
1,637,82.0,32.8,2
1,623,81.0,32.8,2
1,617,81.0,32.8,2
1,610,81.0,32.8,2
1,600,81.0,32.8,2
1,590,80.0,32.8,2
1,584,80.0,32.8,2
1,581,80.0,32.8,2
1,578,80.0,32.8,2
1,574,79.0,32.8,2
1,567,79.0,32.8,2
1,560,79.0,32.8,2
1,552,79.0,32.8,2
1,544,79.0,32.8,2
1,538,79.0,32.8,2
1,537,79.0,32.8,2
1,534,79.0,32.8,2
1,530,79.0,32.8,2
1,529,79.0,32.8,2
1,526,79.0,32.8,2
1,521,79.0,32.8,2
1,516,78.0,32.3,2
0,511,78.0,32.3,2
0,503,78.0,32.3,2
1,495,78.0,32.3,2
1,493,79.0,32.8,2
1,498,79.0,32.8,2
1,507,79.0,32.8,2
0,511,79.0,32.8,2
0,522,-1.0,-1.0,2
1,526,-1.0,-1.0,2
1,534,-1.0,-1.0,2
1,529,-1.0,-1.0,2
1,524,77.0,33.1,2
1,519,77.0,33.1,2
1,516,77.0,33.1,2
1,514,77.0,33.1,2
1,507,75.0,33.3,2
1,496,75.0,33.3,2
1,495,75.0,33.3,2
1,487,75.0,33.3,2
1,480,75.0,33.3,2
1,477,75.0,33.3,2
1,473,75.0,33.3,2
1,469,75.0,33.3,2
1,465,74.0,33.3,2
0,463,74.0,33.3,2
0,465,74.0,33.3,2
0,458,74.0,33.3,2
0,460,-1.0,-1.0,2
0,475,-1.0,-1.0,2
0,495,-1.0,-1.0,2
0,498,-1.0,-1.0,2
0,494,-1.0,-1.0,2
1,626,70.0,28.9,0
1,625,70.0,28.9,0
1,623,70.0,28.9,0
1,622,70.0,28.9,0
1,621,70.0,28.9,0
1,620,70.0,28.9,0
1,619,70.0,28.9,0
1,617,70.0,28.9,0
1,617,70.0,28.9,0
1,616,70.0,28.9,0
1,615,70.0,28.9,0
1,614,70.0,28.9,0
1,612,70.0,28.9,0
1,611,70.0,28.9,0
1,609,70.0,28.9,0
1,607,70.0,28.9,0
1,606,70.0,28.9,0
1,605,70.0,28.9,0
1,603,70.0,28.9,0
1,602,70.0,28.9,0
1,601,70.0,28.9,0
1,602,70.0,28.9,0
1,601,70.0,28.9,0
1,601,70.0,28.9,0
1,600,70.0,28.9,0
1,597,70.0,28.9,0
1,595,70.0,28.9,0
1,594,70.0,28.9,0
1,592,72.0,28.9,0
1,591,72.0,28.9,0
1,590,72.0,28.9,0
1,589,72.0,28.9,0
1,588,72.0,28.9,0
1,586,72.0,28.9,0
1,586,72.0,28.9,0
1,585,72.0,28.9,0
1,583,72.0,28.9,0
1,582,72.0,28.9,0
1,581,72.0,28.9,0
1,579,72.0,28.9,0
1,578,72.0,28.9,0
1,577,72.0,28.9,0
1,576,72.0,28.9,0
1,575,72.0,28.9,0
1,573,71.0,28.9,0
1,571,71.0,28.9,0
1,570,71.0,28.9,0
1,569,71.0,28.9,0
1,568,71.0,28.9,0
1,566,71.0,28.9,0
1,565,71.0,28.9,0
1,564,71.0,28.9,0
1,563,71.0,28.9,0
1,562,71.0,28.9,0
1,561,71.0,28.9,0
1,559,71.0,28.9,0
1,558,71.0,28.5,0
1,557,71.0,28.5,0
1,557,71.0,28.5,0
1,555,71.0,28.5,0
1,554,71.0,28.5,0
1,553,71.0,28.5,0
1,551,71.0,28.5,0
1,550,71.0,28.5,0
1,549,71.0,28.5,0
1,548,71.0,28.5,0
1,546,71.0,28.5,0
1,545,71.0,28.5,0
1,544,71.0,28.5,0
1,543,71.0,28.5,0
1,542,71.0,28.5,0
1,541,71.0,28.5,0
1,540,70.0,28.5,0
1,539,70.0,28.5,0
1,538,70.0,28.5,0
1,537,70.0,28.5,0
1,535,70.0,28.5,0
1,534,70.0,28.5,0
1,533,70.0,28.5,0
1,532,70.0,28.5,0
1,531,70.0,28.5,0
1,530,70.0,28.5,0
1,528,70.0,28.5,0
1,528,70.0,28.5,0
1,526,70.0,28.5,0
1,526,70.0,28.5,0
1,525,70.0,28.5,0
1,524,70.0,28.5,0
1,523,70.0,28.5,0
1,522,70.0,28.5,0
1,521,70.0,28.5,0
1,520,70.0,28.5,0
1,519,70.0,28.5,0
1,518,70.0,28.5,0
1,517,70.0,28.5,0
1,516,70.0,28.5,0
1,515,70.0,28.5,0
1,514,70.0,28.5,0
1,513,70.0,28.5,0
1,512,70.0,28.5,0
1,511,70.0,28.5,0
1,510,70.0,28.5,0
1,509,70.0,28.5,0
1,508,70.0,28.5,0
1,507,70.0,28.5,0
1,505,70.0,28.5,0
1,505,70.0,28.5,0
1,504,70.0,28.5,0
1,503,70.0,28.5,0
1,502,70.0,28.5,0
1,501,70.0,28.5,0
1,500,70.0,28.5,0
1,499,70.0,28.5,0
1,498,70.0,28.5,0
1,497,70.0,28.5,0
1,495,70.0,28.5,0
1,494,70.0,28.5,0
1,493,70.0,28.5,0
1,493,70.0,28.5,0
1,491,70.0,28.5,0
1,491,70.0,28.5,0
1,490,70.0,28.5,0
1,489,70.0,28.5,0
1,489,70.0,28.5,0
1,487,70.0,28.5,0
1,486,70.0,28.5,0
1,485,70.0,28.5,0
1,485,70.0,28.5,0
1,483,70.0,28.5,0
1,483,70.0,28.5,0
1,481,70.0,28.5,0
1,480,70.0,28.5,0
1,480,70.0,28.5,0
1,478,70.0,28.5,0
1,478,70.0,28.5,0
1,477,70.0,28.5,0
1,476,70.0,28.5,0
1,475,70.0,28.5,0
1,475,70.0,28.5,0
1,473,70.0,28.5,0
1,473,70.0,28.5,0
1,472,70.0,28.5,0
1,471,70.0,28.5,0
1,470,70.0,28.5,0
1,469,70.0,28.5,0
1,468,70.0,28.5,0
1,467,70.0,28.5,0
1,466,70.0,28.5,0
1,466,70.0,28.5,0
1,465,70.0,28.5,1
1,464,70.0,28.5,1
1,464,70.0,28.5,1
1,462,70.0,28.5,1
1,462,70.0,28.5,1
1,461,70.0,28.5,1
1,460,70.0,28.5,1
1,460,70.0,28.5,1
1,459,70.0,28.5,1
1,458,70.0,28.5,1
1,457,70.0,28.5,1
1,456,70.0,28.5,1
1,456,70.0,28.5,1
1,455,70.0,28.5,1
1,454,70.0,28.5,1
1,453,70.0,28.5,1
1,453,70.0,28.5,1
1,452,70.0,28.5,1
1,451,70.0,28.5,1
1,451,69.0,28.5,1
1,450,69.0,28.5,1
1,449,69.0,28.5,1
1,449,69.0,28.5,1
1,449,69.0,28.5,1
1,448,69.0,28.5,1
1,448,69.0,28.5,1
1,447,69.0,28.5,1
1,447,69.0,28.5,1
1,446,69.0,28.5,1
1,446,69.0,28.5,1
1,445,69.0,28.5,1
1,445,70.0,28.5,1
1,444,70.0,28.5,1
1,443,70.0,28.5,1
1,442,70.0,28.5,1
1,442,70.0,28.5,1
1,441,70.0,28.5,1
1,444,70.0,28.5,1
1,452,70.0,28.5,1
1,453,70.0,28.5,1
1,451,70.0,28.5,1
1,449,70.0,28.5,1
1,448,70.0,28.5,1
1,447,70.0,28.5,1
1,445,70.0,28.5,1
0,446,70.0,28.5,1
1,467,70.0,28.5,1
1,460,70.0,28.5,1
1,460,70.0,28.5,1
1,458,70.0,28.5,1
1,470,70.0,28.5,1
1,532,70.0,28.5,1
1,601,70.0,28.5,1
1,649,70.0,28.5,1
1,645,70.0,28.5,1
1,633,70.0,28.5,1
1,624,70.0,28.5,1
1,623,70.0,28.5,1
1,639,70.0,28.5,1
1,654,70.0,28.5,1
1,642,70.0,28.5,1
1,626,70.0,28.5,1
1,612,70.0,28.5,1
1,600,70.0,28.9,1
1,588,70.0,28.9,1
1,578,70.0,28.9,1
1,569,70.0,28.9,1
1,561,70.0,28.9,1
1,554,70.0,28.9,1
1,549,70.0,28.9,1
1,543,70.0,28.9,1
1,537,70.0,28.9,1
1,532,70.0,28.9,1
1,527,70.0,28.9,1
1,523,70.0,28.9,1
1,526,70.0,28.9,1
1,576,70.0,28.9,1
1,635,70.0,28.9,1
1,650,70.0,28.9,1
1,668,70.0,28.9,1
1,672,70.0,28.9,1
1,673,70.0,28.9,1
1,666,70.0,28.9,1
1,660,70.0,28.9,1
1,670,70.0,28.9,1
1,666,70.0,28.9,1
1,651,70.0,28.9,1
1,637,70.0,28.9,1
1,623,70.0,28.9,1
1,612,70.0,28.9,1
1,602,70.0,28.9,1
1,593,70.0,28.9,1
1,584,70.0,28.9,1
1,577,70.0,28.9,1
1,570,70.0,28.9,1
1,564,70.0,28.9,1
1,558,70.0,28.9,1
1,553,70.0,28.9,1
1,547,70.0,28.9,1
1,543,70.0,28.9,1
1,539,70.0,28.9,1
1,535,70.0,28.9,1
1,532,70.0,28.9,1
1,529,70.0,28.9,1
1,525,70.0,28.9,1
1,522,70.0,28.9,1
1,519,70.0,28.9,1
1,602,70.0,28.9,1
1,795,70.0,28.9,1
1,832,70.0,28.9,1
1,832,70.0,28.9,1
1,836,70.0,28.9,1
1,826,70.0,28.9,1
1,815,70.0,28.9,1
1,801,70.0,28.9,1
1,834,70.0,29.3,1
1,852,70.0,29.3,1
1,863,70.0,29.3,1
1,855,70.0,29.3,1
1,839,70.0,29.3,1
1,825,70.0,29.3,1
1,814,70.0,29.3,1
1,823,70.0,29.3,1
1,826,70.0,29.8,1
1,813,70.0,29.8,1
1,801,70.0,29.8,1
1,793,70.0,29.8,1
1,786,70.0,29.8,1
1,813,70.0,29.8,1
1,832,70.0,29.8,1
1,859,70.0,29.8,1
1,877,69.0,30.2,1
1,883,69.0,30.2,1
1,899,69.0,30.2,1
1,907,69.0,30.2,1
1,909,69.0,30.2,1
1,905,69.0,30.2,1
1,896,69.0,30.2,1
1,886,69.0,30.2,1
1,880,69.0,30.8,1
1,874,69.0,30.8,1
1,865,69.0,30.8,1
1,858,69.0,30.8,1
1,863,69.0,30.8,1
1,854,69.0,30.8,1
1,852,69.0,30.8,1
1,854,69.0,30.8,1
1,862,69.0,30.8,1
1,854,69.0,30.8,1
1,875,69.0,30.8,1
1,884,69.0,30.8,1
1,886,69.0,30.9,1
1,883,69.0,30.9,1
1,885,69.0,30.9,1
1,882,69.0,30.9,1
1,872,69.0,31.3,1
1,861,69.0,31.3,1
1,853,69.0,31.3,1
1,851,69.0,31.3,1
1,843,69.0,31.3,1
0,842,69.0,31.3,2
1,841,69.0,31.3,2
1,838,69.0,31.3,2
1,829,69.0,31.7,2
1,820,69.0,31.7,2
1,814,69.0,31.7,2
1,807,69.0,31.7,2
1,801,69.0,31.8,2
1,796,69.0,31.8,2
1,790,69.0,31.8,2
1,786,69.0,31.8,2
1,782,68.0,31.8,2
0,777,68.0,31.8,2
0,768,68.0,31.8,2
1,768,68.0,31.8,2
1,765,68.0,31.8,2
1,762,68.0,31.8,2
1,759,68.0,31.8,2
1,756,68.0,31.8,2
1,753,68.0,31.8,2
1,749,68.0,31.8,2
1,747,68.0,31.8,2
1,744,68.0,31.8,2
1,741,67.0,31.8,2
1,749,67.0,31.8,2
0,759,67.0,31.8,2
0,749,67.0,31.8,2
1,746,-1.0,-1.0,2
1,752,-1.0,-1.0,2
1,749,-1.0,-1.0,2
1,746,-1.0,-1.0,2
1,743,67.0,31.8,2
1,739,67.0,31.8,2
1,736,67.0,31.8,2
1,734,67.0,31.8,2
1,731,67.0,32.2,2
1,733,67.0,32.2,2
1,730,67.0,32.2,2
1,727,67.0,32.2,2
1,737,67.0,32.3,2
1,739,67.0,32.3,2
1,734,67.0,32.3,2
1,728,67.0,32.3,2
1,717,67.0,32.3,2
1,719,67.0,32.3,2
1,715,67.0,32.3,2
1,712,67.0,32.3,2
1,709,66.0,32.3,2
1,706,66.0,32.3,2
1,702,66.0,32.3,2
1,699,66.0,32.3,2
0,698,66.0,32.3,2
0,707,66.0,32.3,2
0,711,66.0,32.3,2
1,487,77.0,26.7,0
1,509,77.0,26.7,0
1,525,77.0,26.7,0
1,540,77.0,26.7,0
1,556,77.0,26.7,0
1,570,77.0,26.7,0
1,581,77.0,26.7,0
1,591,77.0,26.7,0
1,599,77.0,26.7,0
1,604,77.0,26.7,0
1,608,77.0,26.7,0
1,613,77.0,26.7,0
1,615,77.0,26.7,0
1,616,77.0,26.7,0
1,617,77.0,26.7,0
1,618,77.0,26.7,0
1,617,77.0,26.7,0
1,616,77.0,26.7,0
1,614,77.0,26.7,0
1,614,77.0,26.7,0
1,612,77.0,26.7,0
1,610,77.0,26.7,0
1,608,77.0,26.7,0
1,606,77.0,26.7,0
1,605,77.0,26.7,0
1,602,77.0,26.7,0
1,600,77.0,26.7,0
1,598,77.0,26.7,0
1,596,77.0,26.7,0
1,593,77.0,26.7,0
1,591,77.0,26.7,0
1,589,77.0,26.7,0
1,587,77.0,26.7,0
1,584,77.0,26.7,0
1,582,77.0,26.7,0
1,581,77.0,26.7,0
1,578,77.0,26.7,0
1,577,77.0,26.7,0
1,574,77.0,26.7,0
1,572,77.0,26.7,0
1,570,77.0,26.7,0
1,568,77.0,26.7,0
1,567,77.0,26.7,0
1,565,77.0,26.7,0
1,563,77.0,26.7,0
1,562,77.0,26.7,0
1,560,77.0,26.7,0
1,559,77.0,26.7,0
1,557,77.0,26.7,0
1,556,77.0,26.7,0
1,554,77.0,26.7,0
1,553,77.0,26.7,0
1,551,77.0,26.7,0
1,550,77.0,26.7,0
1,549,77.0,26.7,0
1,548,77.0,26.7,0
1,547,77.0,26.7,0
1,545,77.0,26.7,0
1,544,77.0,26.7,0
1,543,77.0,26.7,0
1,542,77.0,26.7,0
1,541,77.0,26.7,0
1,540,77.0,26.7,0
1,539,77.0,26.7,0
1,538,77.0,26.7,0
1,537,77.0,26.7,0
1,536,77.0,26.7,0
1,535,77.0,26.7,0
1,534,77.0,26.7,0
1,533,77.0,26.7,0
1,533,77.0,26.7,0
1,532,77.0,26.7,0
1,531,77.0,26.7,0
1,530,77.0,26.7,0
1,529,77.0,26.7,0
1,528,77.0,26.7,0
1,528,77.0,26.7,0
1,527,77.0,26.7,0
1,526,77.0,26.7,0
1,525,77.0,26.7,0
1,524,77.0,26.7,0
1,523,77.0,26.7,0
1,522,77.0,26.7,0
1,522,77.0,26.7,0
1,521,77.0,26.7,0
1,520,77.0,26.7,0
1,520,77.0,26.7,0
1,519,77.0,26.7,0
1,518,77.0,26.7,0
1,518,77.0,26.7,0
1,517,77.0,26.7,0
1,516,77.0,26.7,0
1,516,76.0,26.7,0
1,515,76.0,26.7,0
1,514,76.0,26.7,0
1,514,76.0,26.7,0
1,513,76.0,26.7,0
1,512,76.0,26.7,0
1,512,76.0,26.7,0
1,510,76.0,26.7,0
1,510,76.0,26.7,0
1,509,76.0,26.7,0
1,509,76.0,26.7,0
1,508,76.0,26.7,0
1,507,76.0,26.7,0
1,507,76.0,26.7,0
1,506,76.0,26.7,0
1,505,76.0,26.7,0
1,504,76.0,26.7,0
1,504,76.0,26.7,0
1,503,76.0,26.7,0
1,503,76.0,26.7,0
1,502,76.0,26.7,0
1,502,76.0,26.7,0
1,501,76.0,26.7,0
1,501,76.0,26.7,0
1,500,76.0,26.7,0
1,500,76.0,26.7,0
1,499,76.0,26.7,0
1,499,76.0,26.7,0
1,499,76.0,26.7,0
1,498,76.0,26.7,0
1,497,76.0,26.7,0
1,497,76.0,26.7,0
1,497,76.0,26.7,0
1,496,76.0,26.7,0
1,496,76.0,26.7,0
1,495,76.0,26.7,0
1,494,76.0,26.7,0
1,494,76.0,26.7,0
1,494,76.0,26.7,0
1,494,76.0,26.7,0
1,493,76.0,26.7,0
1,493,76.0,26.7,0
1,492,76.0,26.7,0
1,492,76.0,26.7,0
1,491,76.0,26.7,0
1,490,76.0,26.7,0
1,490,76.0,26.7,0
1,490,76.0,26.7,0
1,490,76.0,26.7,0
1,489,76.0,26.7,0
1,488,76.0,26.7,0
1,488,76.0,26.7,0
1,488,76.0,26.7,0
1,488,76.0,26.7,0
1,487,76.0,26.7,0
1,487,76.0,26.7,0
1,487,75.0,26.7,0
1,486,75.0,26.7,0
1,485,75.0,26.7,0
1,485,75.0,26.7,0
1,484,75.0,26.7,0
1,484,75.0,26.7,0
1,483,75.0,26.7,0
1,483,75.0,26.7,0
1,483,75.0,26.7,0
1,482,75.0,26.7,0
1,481,75.0,26.7,0
1,481,75.0,26.7,0
1,481,75.0,26.7,0
1,481,75.0,26.7,0
1,480,75.0,26.7,0
1,480,75.0,26.7,0
1,479,75.0,26.7,0
1,480,75.0,26.7,0
1,479,75.0,26.7,0
1,478,75.0,26.7,0
1,478,75.0,26.7,0
1,478,75.0,26.7,0
1,477,75.0,26.7,0
1,478,75.0,26.7,0
1,477,75.0,26.7,0
1,477,75.0,26.7,0
1,476,75.0,26.7,0
1,476,75.0,26.7,0
1,476,75.0,26.7,0
1,476,75.0,26.7,0
1,475,75.0,26.7,0
1,476,75.0,26.7,0
1,474,75.0,26.7,0
1,474,75.0,26.7,0
1,474,75.0,26.7,0
1,473,75.0,26.7,0
1,473,75.0,26.7,0
1,474,75.0,26.7,0
1,473,75.0,26.7,0
1,472,75.0,26.7,0
1,472,75.0,26.7,0
1,471,75.0,26.7,0
1,471,75.0,26.7,0
1,471,75.0,26.7,0
1,470,75.0,26.7,0
1,471,75.0,26.7,0
1,470,75.0,26.7,0
1,469,75.0,26.7,0
1,470,75.0,26.7,0
1,469,75.0,26.7,0
1,469,75.0,26.7,0
1,468,75.0,26.7,0
1,468,75.0,26.7,0
1,468,75.0,26.7,0
1,468,75.0,26.7,0
1,467,75.0,26.7,0
1,467,75.0,26.7,0
1,466,75.0,26.7,0
1,467,75.0,26.7,0
1,467,75.0,26.7,0
1,466,75.0,26.7,0
1,466,75.0,26.7,0
1,465,75.0,26.7,0
1,465,75.0,26.7,0
1,465,75.0,26.7,0
1,465,75.0,26.7,0
1,465,75.0,26.7,0
1,464,75.0,26.7,0
1,464,75.0,26.7,0
1,464,75.0,26.7,0
1,464,75.0,26.7,0
1,463,75.0,26.7,0
1,464,75.0,26.7,0
1,463,75.0,26.7,0
1,463,75.0,26.7,0
1,463,75.0,26.7,0
1,463,75.0,26.7,0
1,462,75.0,26.7,0
1,461,75.0,26.7,0
1,462,75.0,26.7,0
1,461,75.0,26.7,0
1,461,75.0,26.7,0
1,460,75.0,26.7,0
1,460,75.0,26.7,0
1,460,75.0,26.7,0
1,460,75.0,26.7,0
1,459,75.0,26.7,0
1,459,75.0,26.7,0
1,459,75.0,26.7,0
1,458,75.0,26.7,0
1,458,75.0,26.7,0
1,458,75.0,26.7,0
1,457,74.0,26.7,0
1,457,74.0,26.7,0
1,457,74.0,26.7,0
1,457,74.0,26.7,0
1,456,74.0,26.7,0
1,456,74.0,26.7,0
1,455,74.0,26.7,0
1,455,74.0,26.7,0
1,455,74.0,26.7,0
1,455,74.0,26.7,0
1,455,74.0,26.7,0
1,454,74.0,26.7,0
1,454,74.0,26.7,0
1,454,74.0,26.7,0
1,454,74.0,26.7,0
1,453,74.0,26.7,0
1,453,74.0,26.7,0
1,452,74.0,26.7,0
1,452,74.0,26.7,0
1,452,74.0,26.7,0
1,452,74.0,26.7,0
1,452,74.0,26.7,0
1,452,74.0,26.7,0
1,452,74.0,26.7,0
1,451,74.0,26.7,0
1,451,74.0,26.7,0
1,451,74.0,26.7,0
1,450,74.0,26.7,0
1,450,74.0,26.7,0
1,450,74.0,26.7,0
1,450,74.0,26.7,0
1,450,74.0,26.7,0
1,449,74.0,26.7,0
1,449,74.0,26.7,0
1,448,74.0,26.7,0
1,449,74.0,26.7,0
1,448,74.0,26.7,0
1,448,74.0,26.7,0
1,448,74.0,26.7,0
1,448,74.0,26.7,0
1,448,74.0,26.7,0
1,447,74.0,26.7,0
1,448,74.0,26.7,0
1,447,74.0,26.7,0
1,447,74.0,26.7,0
1,447,74.0,26.7,0
1,447,74.0,26.7,0
1,447,74.0,26.7,0
1,446,74.0,26.7,0
1,446,74.0,26.7,0
1,446,74.0,26.7,0
1,446,74.0,26.7,0
1,440,74.0,26.7,0
1,441,74.0,26.7,0
1,441,74.0,26.7,0
1,441,74.0,26.7,0
1,441,74.0,26.7,0
1,441,74.0,26.7,0
1,440,74.0,26.7,0
1,440,74.0,26.7,0
1,440,74.0,26.7,0
1,441,74.0,26.7,0
1,440,74.0,26.7,0
1,440,74.0,26.7,0
1,440,74.0,26.7,0
1,439,74.0,26.7,0
1,439,74.0,26.7,0
1,440,74.0,26.7,0
1,439,74.0,26.7,0
1,438,74.0,26.7,0
1,437,74.0,26.7,0
1,437,74.0,26.7,0
1,437,74.0,26.7,0
1,437,74.0,26.7,0
1,437,74.0,26.7,0
1,436,74.0,26.7,0
1,436,74.0,26.7,0
1,435,74.0,26.7,0
1,435,74.0,26.7,0
1,435,74.0,26.7,0
1,434,74.0,26.7,0
1,434,74.0,26.7,0
1,434,74.0,26.7,0
1,433,74.0,26.7,0
1,433,74.0,26.7,0
1,432,74.0,26.7,0
1,433,74.0,26.7,0
1,432,74.0,26.7,0
1,432,74.0,26.7,0
1,432,74.0,26.7,0
1,431,74.0,26.7,0
1,431,74.0,26.7,0
1,430,74.0,26.7,0
1,430,74.0,26.7,0
1,429,74.0,26.7,0
1,429,74.0,26.7,0
1,430,74.0,26.7,0
1,429,74.0,26.7,0
1,430,74.0,26.7,0
1,429,74.0,26.7,0
1,429,74.0,27.0,0
1,428,74.0,27.0,0
1,428,74.0,27.0,0
1,428,74.0,27.0,0
1,427,74.0,27.1,0
1,427,74.0,27.1,0
1,426,74.0,27.1,0
1,426,74.0,27.1,0
1,426,74.0,27.1,0
1,426,74.0,27.1,0
1,426,74.0,27.1,0
1,425,74.0,27.1,0
1,425,74.0,27.1,0
1,425,74.0,27.1,0
1,425,74.0,27.1,0
1,424,74.0,27.1,0
1,424,74.0,27.1,0
1,424,74.0,27.1,0
1,423,74.0,27.1,0
1,424,74.0,27.1,0
1,424,74.0,27.1,0
1,423,74.0,27.1,0
1,423,74.0,27.1,0
1,423,74.0,27.1,0
1,422,74.0,27.1,0
1,422,74.0,27.1,0
1,421,74.0,27.1,0
1,422,74.0,27.1,0
1,423,74.0,27.1,0
1,421,74.0,27.1,0
1,420,74.0,27.1,0
1,420,74.0,27.1,0
1,421,73.0,27.1,0
1,421,73.0,27.1,0
1,420,73.0,27.1,0
1,420,73.0,27.1,0
1,420,73.0,27.1,0
1,419,73.0,27.1,0
1,418,73.0,27.1,0
1,418,73.0,27.1,0
1,418,73.0,27.1,0
1,418,73.0,27.1,0
1,417,73.0,27.1,0
1,417,73.0,27.1,0
1,418,73.0,27.1,0
1,418,73.0,27.1,0
1,418,73.0,27.1,0
1,418,73.0,27.1,0
1,418,73.0,27.1,0
1,417,73.0,27.1,0
1,417,73.0,27.1,0
1,417,73.0,27.1,0
1,417,73.0,27.1,0
1,415,73.0,27.1,0
1,416,73.0,27.1,0
1,416,73.0,27.1,0
1,415,73.0,27.1,0
1,417,73.0,27.1,0
1,417,73.0,27.1,0
1,417,73.0,27.1,0
1,417,73.0,27.1,0
1,417,73.0,27.1,0
1,417,73.0,27.1,0
1,417,73.0,27.1,0
1,417,73.0,27.1,0
1,416,73.0,27.1,0
1,415,73.0,27.1,0
1,416,73.0,27.1,0
1,416,73.0,27.1,0
1,416,73.0,27.1,0
1,415,73.0,27.1,0
1,415,73.0,27.1,0
1,415,73.0,27.1,0
1,415,73.0,27.1,0
1,415,73.0,27.1,0
1,415,73.0,27.1,0
1,415,73.0,27.1,0
1,414,73.0,27.1,0
1,415,73.0,27.1,0
1,415,73.0,27.1,0
1,414,73.0,27.1,0
1,414,73.0,27.1,0
1,412,73.0,27.1,0
1,412,73.0,27.1,0
1,412,73.0,27.1,0
1,412,73.0,27.1,0
1,412,73.0,27.1,0
1,412,73.0,27.1,0
1,412,73.0,27.1,0
1,412,73.0,27.1,0
1,412,73.0,27.1,0
1,412,73.0,27.1,0
1,412,73.0,27.1,0
1,414,73.0,27.1,0
1,413,73.0,27.1,0
1,414,73.0,27.1,0
1,413,73.0,27.1,0
1,413,73.0,27.1,0
1,413,73.0,27.1,0
1,413,73.0,27.1,0
1,413,73.0,27.1,0
1,412,73.0,27.1,0
1,413,73.0,27.1,0
1,413,73.0,27.1,0
1,412,73.0,27.1,0
1,412,73.0,27.1,0
1,412,73.0,27.1,0
1,412,73.0,27.1,0
1,412,73.0,27.1,0
1,411,73.0,27.1,0
1,411,73.0,27.1,0
1,411,73.0,27.1,0
1,412,73.0,27.1,0
1,411,73.0,27.1,0
1,411,73.0,27.1,0
1,411,73.0,27.1,0
1,411,73.0,27.1,0
1,411,73.0,27.1,0
1,411,73.0,27.1,0
1,411,73.0,27.1,0
1,411,73.0,27.1,0
1,411,73.0,27.1,0
1,410,73.0,27.1,0
1,411,73.0,27.1,0
1,410,73.0,27.1,0
1,408,73.0,27.1,0
1,408,73.0,27.1,0
1,410,73.0,27.1,0
1,410,73.0,27.1,0
1,410,73.0,27.1,0
1,410,73.0,27.1,0
1,411,73.0,27.1,0
1,410,73.0,27.1,0
1,411,73.0,27.1,0
1,411,73.0,27.1,0
1,410,73.0,27.1,0
1,410,73.0,27.1,0
1,410,73.0,27.1,0
